"label","text"
1," Everyone, even Democrats and Obama flunkies, are distancing themselves from JAMES ‘CARDINAL’ COMEY. He is being de-frocked. Brenner will do everything to make him the fall guy"
0," Yes I want to change our priorities. We can fund Medicare for All, guarantee housing, and enact a Green New Deal. We can make sure no veteran goes unhoused or without care. We can have a government that actually works for us."
0," In the midst of a global pandemic, Trump is trying to ram through a Supreme Court justice who could determine health care for more than 100M Americans with pre-existing conditions. Tune in as gives remarks on the U.S. Supreme Court. "
2," Well said Gita!"
0," America was founded on the promise of equality, liberty, and justice for all. We’ve never fully lived up to that promise — and we can’t rest until we finally do."
1," .: We must respond to refugee crisis blind to faith; Christians should be proportionately represented –TCT #Tucker "
0," Since the Supreme Court gutted the Voting Rights Act in 2013, the right to vote in our country has been under attack. And voters of color are overwhelmingly being targeted. We have to fight back, and is a critical resource to help us do just that."
1," That’s u projecting"
1," Hannity: 'Struggling' Biden wrecking US as far left tightens grip on presidency "
2," This week politicians received questions about the U.S response to #GeorgeFloyd protests &amp; systemic racism in Canada: First, there was Justin Trudeau. His deafening silence was heard around the world: "
3," I don't have health insurance. The ACA made it too expensive. You and Obama killed the individual market."
1," #PPP UPDATE: Timeline of last 17 days -27 Mar signs #CARESAct creating totally new, BIPARTISAN,$350 billion program for 30 million #SmallBusiness -Just 7 days later program begins -Today,just 11 days after launch BILLIONS being disbursed to pay MILLIONS of workers"
1," And then there’s this: 😳💯 "
0," Great day in Nashua, Keene, and Concord yesterday! Thanks to all who came out. Watch recordings: #TULSI2020 "
2," They did it! After 8 yrs in Govt FG, Leo and Murphs got to the 10,000 homeless mark even with all the stats massaging. Impressive. And released just as Theresa May’s semi-resignation floods the news. Go on Ireland! #housingcrisis "
0," The Paycheck Protection Program is a crucial tool for protecting workers across the country – yet serious flaws are keeping far too many small businesses from receiving the resources they need. The must stop blocking commonsense solutions that put #FamiliesFirst. "
1," You wish."
2," Listen back to #CallansKicks “General Election Fallout: Up the RA!” Google Podcasts RTÉ Radio Player and here: "
1," CRUZ at CPAC: Trump Ain't Going Anywhere! "
0," . In #Pennsylvania: #Trump, “hasn't showed any interest in doing the work or helping anybody but himself and his friends."""
2," ISIS recruiter murdered gay man &amp; injured his partner for committing ‘grave sin’ of holding hands. SICKENING! LGBT+ people are not safe anywhere. We know that there are people out there who want to kill us - and they would kill us if they had a chance "
0," Shirley Chisholm became the first Black woman elected to Congress 52 years ago. Today, I became the first Black woman elected to represent Missouri in Congress. It’s 2020. I shouldn’t be the first, but I am honored to carry this responsibility."
1," The meeting between President Trump and Gov. Cuomo is a great idea. They have been the real leaders in helping us through this. But Andrew remember like I always tried to do with your Dad, I was just the Mayor, he was the Governor. Let’s make this way above politics."
2," DOBBO All I see wandering around Dublin is posters, many of them deeply upsetting... and they’re just the ones for Nathan Carter’s tour. #CallansKicks"
3," Are politicians in Washington failing Americans?"
1," I will be ALL that..But as long as I dont come from cowardly lineage who failed and fled their homeland to eat off other people, I'm good"
1," Ted Cruz Educates Reporter Demanding He Wear a Mask AFTER Being Vaccinated "
1," All were amazed and asked one another, “What is this? A new teaching with authority. He commands even the unclean spirits and they obey him.” Mark 1:27"
1," When people ask what does propaganda look like tell them to take a look at this. Take media pushing their own narrative regardless of the facts. #fakenews #FactCheck #fridaymorning "
0," Still working on the intentions of brainwashing a swath of americans who are not able to thrive and are vulnerable to falling prey to your ideas of extreme(anything)-ism. Your party's hand is being shown clearly and it is time to start dismantling it from the ground up."
0," And on this hand-wringing about slight POC increases for GOP in some areas - this is also an area w answers. But honestly when it comes to Latinos the party’s just never seriously made an effort. Mexicans, Central Am, Caribbean, Chicanos - Cubans are not the only impt community"
1," It’s in America’s interest to ensure the enduring defeat of ISIS and to maintain peace and security in the region – I’m troubled this departure will take us further from that goal."
0," “As Latinos, I really feel like it’s our election. I’m sick and tired of feeling like a second-class citizen. This is why this is our moment in history right now. We have a second chance to use our voices... to support Bernie Sanders’ message.” – "
2," I spent years under rocket and gun fire in Beirut. I find it endlessly amusing that anonymous Twitter users with a string of numbers for a name think they're going to shut me up with some mean words."
0," I enjoy talking to you, but I’ll definitely reach out to you. ❤️"
2," also says ""the fundamental changes needed"" could be implemented in 4 months. These changes are especially needed in #TorCen, a dense, urban riding whose low-income neighbourhoods suffer from some of the highest #COVID19 infections rates in the country. #cdnpoli"
